date,energy_production,humidity,solar_irradiance,temperature
2022-01-01,171965,69.45174619206017,643.5021117559022,21.718203014680235
2022-01-02,171026,66.4572213405302,638.4570997724879,16.74107835526852
2022-01-03,206393,63.593530242654424,722.5226642210896,18.67910519890551
2022-01-04,226307,64.145064534324,830.5108605747785,27.95069067110822
2022-01-05,205385,59.37794193384543,733.4970315774665,20.937017318691897
2022-01-06,186053,63.09140309779053,802.3717645204523,20.99321646669277
2022-01-07,198437,69.77937653767941,809.1176704545242,20.529786471795813
2022-01-08,147536,75.49778324538346,630.3655627573298,13.39967336506862
2022-01-09,225801,54.27973811942206,903.5414022202253,27.106659426951484
2022-01-10,215560,61.30704843730578,771.6624470516194,26.361761388979723
2022-01-11,227230,54.03553272209838,846.7215629627975,25.035406486850146
2022-01-12,216219,56.13901571417344,855.1154384209015,19.737316726495344
2022-01-13,217839,59.36629882239057,775.7638602641947,24.0136186247588
2022-01-14,174355,56.942692060665806,705.4680558295236,20.87815204043222
2022-01-15,197465,53.44542950805588,746.5833566796723,19.800165660079116
2022-01-16,223822,54.19580778410301,841.1140510163626,26.162372581373585
2022-01-17,225483,51.62403734344547,901.7841395078227,25.956464534583453
2022-01-18,233639,56.69278778436614,919.7821431465065,28.085652326368315
2022-01-19,216309,53.91025649233731,812.9441543101786,25.168934614862284
2022-01-20,199823,54.55556472741318,825.6248254864197,21.083612177783106
2022-01-21,189592,70.91054440318973,674.300822448366,24.24376266817981
2022-01-22,200149,60.42558215900673,799.707507118425,22.750262657082416
2022-01-23,214005,59.23058076266559,851.7962681138996,24.60962707744455
2022-01-24,234085,47.912140468230454,883.8050500483457,25.111935242274964
2022-01-25,203616,58.16659280452409,798.5365225691058,22.58033164132698
2022-01-26,209939,60.22856858469504,743.9652084578206,22.426021190258773
2022-01-27,210725,53.76800927019039,855.741807814307,23.94032158577201
2022-01-28,243904,55.028293012950634,927.7588347534052,31.533535207551324
2022-01-29,236039,51.657354682959706,880.6528863229735,24.45986883460505
2022-01-30,236233,53.1648149753231,959.9847868060549,23.99890696967283
2022-01-31,218155,55.08725567655,802.8670407189223,28.084867412369025
2022-02-01,189580,72.84599649607082,657.8848237112993,21.430589301580586
2022-02-02,225872,56.54598592032075,789.8991004435964,24.693771296273912
2022-02-03,190934,58.035968409211634,763.8100364874592,24.08509554239747
2022-02-04,235245,58.92578784854293,839.7172666146462,25.90093094771008
2022-02-05,238878,48.01100176382131,1005.4353088256897,31.18288741888802
2022-02-06,208564,60.9823899068568,697.1420909691534,25.393008583578723
2022-02-07,229110,46.19315155884024,964.9927748497196,25.42927587676512
2022-02-08,200147,54.91391758610462,779.4539167481955,27.381707728172945
2022-02-09,231490,56.51864706032233,884.4775267869461,25.467965625407295
2022-02-10,233261,58.886491992108496,868.8708638169236,28.36769528873975
2022-02-11,211059,60.31566231397207,830.7803875571591,24.923292615999653
2022-02-12,192998,62.349819071650934,739.5570552069149,24.846646288642315
